NO;OSM Feature Class;OSM MCE FieldName;OSM  Attribute Value;OSM Attribute definition;Mapping Description;DGIF Feature Alpha;DGIF Feature 531;DGIF Attribute Alpha;DGIF Attribute 531;DGIF AttributeValue Alpha;DGIF Value 531;DGIF Attribute Alpha;DGIF Attribute 531;DGIF AttributeValue Alpha;DGIF Value 531;
1349;sport_Point;sport;australian_football ;Australian rules football, officially known as Australian football, also called football, footy, Aussie rules, or AFL is a sport played between two teams of eighteen players on the field of either an Australian football ground, a modified cricket field, or a similarly sized sports venue;Generalization;SportsGround;AK040;;;;;;;;;
1350;sport_Point;sport;base;BASE jumping, is an activity that employs an initially packed parachute to jump from fixed objects. "B.A.S.E." is an acronym that stands for four categories of fixed objects: buildings, antennas, spans, and earth. A more down to earth approach to parachuting.;not in DGIF;SportsGround;AK040;;;;;;;;;
1351;sport_Point;sport;badminton ;Badminton is a racquet sport played by singles or in teams of two, who take positions on opposite halves of a rectangular court (pitch) divided by a net. Players score points by striking a shuttlecock with their racquet so that it passes over the net.;Generalization;SportsGround;AK040;;;;;;;;;
1352;sport_Point;sport;bandy;Bandy is a team winter sport played on ice, in which skaters use sticks to direct a ball into the opposing team's goal. The sport has common background with association football, ice hockey and field hockey. The bandy field is about the same size as a football pitch. It is played on ice like ice hockey.;Generalization;SportsGround;AK040;;;;;;;;;
1353;sport_Point;sport;baseball ;Baseball is a bat-and-ball game played between two teams of nine players on a field (pitch or stadium) each who take turns batting and fielding.;Generalization;SportsGround;AK040;;;;;;;;;
1354;sport_Point;sport;basketball ;Basketball is a sport played by two teams of five players on a rectangular court. Played indoors or outdoors;Generalization;SportsGround;AK040;;;;;;;;;
1355;sport_Point;sport;beachvolleyball ;Beach volleyball is a team sport played by two teams of two players on a sand court divided by a net;Generalization;SportsGround;AK040;;;;;;;;;
1356;sport_Point;sport;billiards;Cue sports, also known as billiard sports, are a wide variety of games of skill generally played with a cue stick which is used to strike billiard balls, moving them around a cloth-covered billiards table bounded by rubber cushions.;Generalization;Building;AL013;featureFunction;FFN;sportsAmusementRecreation;900;;;;;
1357;sport_Point;sport;bmx;BMX or Bicycle motocross is a cycle sport performed on BMX bikes, either in competitive BMX racing or freestyle BMX, or else in general on- or off-road recreation.;Generalization;Racetrack;AK130;racingType;RAY;motorVehicle;7;;;;;
1358;sport_Point;sport;bobsleigh ;Bobsleigh, Luge, or Bobslede is a winter sport in which teams of two or four make timed runs down narrow, twisting, banked, iced tracks in a gravity-powered sled.;Generalization;Racetrack;AK130;racingType;RAY;other;999;;;;;
1359;sport_Point;sport;boules;Boules (Pétanque, lyonnaise, bocce, and bocce volo) is a group of games in which the objective is to throw or roll heavy balls as close as possible to a small target ball.;Generalization;SportsGround;AK040;;;;;;;;;
1360;sport_Point;sport;bowls;Bowls or lawn bowls is a sport in which the objective is to roll biased balls so that they stop close to a smaller ball called a "jack" or "kitty". It is played on a pitch which may be flat (for "flat-green bowls") or convex or uneven (for "crown-green bowls"). It is normally played outdoors (although there are many indoor venues) and the outdoor surface is either natural grass, artificial turf, or cotula (in New Zealand).;Generalization;SportsGround;AK040;;;;;;;;;
1361;sport_Point;sport;boxing;Boxing (pugilism, prize fighting, the sweet science or in Greek pygmachia) is a combat sport played in a boxing ring in which two people engage in a contest of strength, speed, reflexes, endurance, and will, by throwing punches with gloved hands against each other.;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1362;sport_Point;sport;canadian_football ;Canadian football (CFL) is a form of gridiron football played in Canada in which two teams of 12 players each compete for territorial control of a field of play called a pitch. In Canada, the term football may refer to Canadian football and American football collectively, or either sport specifically, depending on context.;Generalization;SportsGround;AK040;;;;;;;;;
1363;sport_Point;sport;canoe  ;Canoe and Kayak are a narrow human-powered boats, primarily designed to be manually propelled by means of a paddle for the use of racing, whitewater canoeing, touring and camping, freestyle, and general recreation;not in DGIF;;;;;;;;;;;
1364;sport_Point;sport;cliff_diving ;Non-competitive diving is jumping from a cliff or a rock into water. Such non-competitive diving can occur indoors and outdoors. Outdoor diving typically takes place from cliffs or other rock formations either into fresh or salt water. However, man-made diving platforms are sometimes constructed in popular swimming destinations;not in DGIF;;;;;;;;;;;
1365;sport_Point;sport;chess;Chess is a two-player strategy board game played on a chessboard.;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1366;sport_Point;sport;climbing ; Rock climbing marks elements to represent natural climbing sites (climbing areas, sectors, crags, halls, frozen waterfalls, etc.) or artificial climbs (Climbing walls, Indoor climbing, etc.).;not in DGIF;;;;;;;;;;;
1367;sport_Point;sport;climbing_adventure;Climbing Adventure often called "Adventure Park", "Ropes Courses", "Climbing Adventure", "Zip-line", or "Treetop Adventure", can be used for the recreational sport when people get mountain hiking accessories and try to climb, walk or otherwise move on prebuilt wires and other objects high above on the trees using continuous safety measures. These are usually open for everyone including kids and do not require special abilities apart from good physical condition.;not in DGIF;;;;;;;;;;;
1368;sport_Point;sport;cockfighting ;Cockfighting is a common spectator sport in many countries between two roosters (cocks), held in a ring called a cockpit.;not in DGIF;;;;;;;;;;;
1369;sport_Point;sport;cricket;Cricket is a bat-and-ball sport contested by two teams, usually of eleven players, each on a large grass Cricket pitch. Played on a large circular or oval-shaped grassy Cricket field ground;Generalization;SportsGround;AK040;;;;;;;;;
1370;sport_Point;sport;croquet;Croquet is a sport or game that is played between two or more players embedded on a small grass playing court or pitch which involves hitting plastic or wooden balls with a mallet through hoops (often called "wickets" in the United States).;Generalization;SportsGround;AK040;;;;;;;;;
1371;sport_Point;sport;curling;Curling is a sport in which players slide stones on a sheet of ice towards a target area which is segmented into four concentric rings;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1372;sport_Point;sport;cycling ;Cycling, also called bicycling, Mountain biking or biking, is the use of bicycles for transport, recreation, or for sport.;not in DGIF;;;;;;;;;;;
1373;sport_Point;sport;darts;Darts is a form of throwing game in which small missiles are thrown at a circular target (dartboard) fixed to a wall.;Generalization;Building;AL013;featureFunction;FFN;sportsAmusementRecreation;900;;;;;
1374;sport_Point;sport;dog_racing ;Greyhound racing being the most common type of this sport. There are other sports that involves dog racing, such as Dogsled, Dachshund, Dog scootering, Lure coursing, and Skijoring racing;OK;Racetrack;AK130;racingType;RAY;greyhound;3;;;;;
1375;sport_Point;sport;equestrian ;Equestrianism sports involving the skill of riding horses;OK;Racetrack;AK130;racingType;RAY;horse;5;;;;;
1376;sport_Point;sport;fencing;Fencing is the martial art of fighting with blades. The most common version of fencing today, also called olympic fencing or competitive fencing, is divided into three weapon categories: foil, sabre (spelled saber in the United States) and épée.;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1377;sport_Point;sport;field_hockey ;Field hockey is a team sport of the hockey family. Players use sticks made out of wood or fiber glass to hit a round, hard, rubber like ball. The game can be played on a grass field or a turf field as well as an indoor board surface;Generalization;SportsGround;AK040;;;;;;;;;
1378;sport_Point;sport;free_flying ;Hang gliding and/or Paragliding that is a foot launched aircraft, without motorisation. Paragliding/Hanggliding/... takeoff, landings, towing, etc. and related amenities and properties ;not in DGIF;;;;;;;;;;;
1379;sport_Point;sport;gaelic_games ;Gaelic games such as Hurling, Gaelic Football, Camogie, predominantly played in Ireland. ;Generalization;SportsGround;AK040;;;;;;;;;
1380;sport_Point;sport;golf;Golf for golf courses;OK;GolfCourse;AK100;;;;;;;;;
1381;sport_Point;sport;gymnastics ;Gymnastics ;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1382;sport_Point;sport;handball ;Handball ;Generalization;SportsGround;AK040;;;;;;;;;
1383;sport_Point;sport;hapkido ; Hapkido is a dynamic and highly eclectic Korean martial art. It is a form of self-defense that employs joint locks, grappling and throwing techniques of other martial arts, as well as kicks, punches, and other striking attacks;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1384;sport_Point;sport;horseshoes ;Horseshoes ;Generalization;SportsGround;AK040;;;;;;;;;
1385;sport_Point;sport;horse_racing ;Horse racing. It has been proposed that this page or section be merged with sport=equestrian ;OK;Racetrack;AK130;racingType;RAY;horse;5;;;;;
1386;sport_Point;sport;ice_hockey  ;Ice Hockey is a team sport played on ice in which two teams of skaters use sticks to shoot a hard rubber hockey puck into their opponent's net to score points;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1387;sport_Point;sport;ice_skating ;Ice skating is a sport or pastime by moving on ice while using ice skates.;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1388;sport_Point;sport;ice_stock ; Ice stock sport, also known as Bavarian Curling, is a winter sport, somewhat similar to Curling. In German, it is known as Eisstockschießen;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1389;sport_Point;sport;judo;Judo;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1390;sport_Point;sport;karting  ;Kart racing;Generalization;Racetrack;AK130;racingType;RAY;motorVehicle;7;;;;;
1391;sport_Point;sport;kitesurfing ;Kitesurfing ;not in DGIF;;;;;;;;;;;
1392;sport_Point;sport;korfball ;Korfball ;Generalization;SportsGround;AK040;;;;;;;;;
1393;sport_Point;sport;model_aerodrome ;Radio-controlled aircraft ;Generalization;SportsGround;AK040;;;;;;;;;
1394;sport_Point;sport;motocross ;Motocross is a form of motorcycle racing held on enclosed off-road circuits;OK;Racetrack;AK130;racingType;RAY;motorVehicle;7;;;;;
1395;sport_Point;sport;motor;Motorsport.;OK;Racetrack;AK130;racingType;RAY;motorVehicle;7;;;;;
1396;sport_Point;sport;multi;Use this to indicate that that this pitch can be used to practise different kinds of sport.;OK;SportsGround;AK040;;;;;;;;;
1397;sport_Point;sport;netball ;Netball is a sport played by two teams on a rectangular court;Generalization;SportsGround;AK040;;;;;;;;;
1398;sport_Point;sport;obstacle_course ;Obstacle course. A series of challenging physical obstacles an individual or team must navigate usually while being timed. ;Generalization;SportsGround;AK040;;;;;;;;;
1399;sport_Point;sport;orienteering ;Orienteering. Navigation sport with Map and compass.;not in DGIF;;;;;;;;;;;
1400;sport_Point;sport;paddle_tennis ;Paddle tennis ;Generalization;SportsGround;AK040;;;;;;;;;
1401;sport_Point;sport;parachuting ;Parachuting or skydiving take-off or landing site ;not in DGIF;;;;;;;;;;;
1402;sport_Point;sport;paragliding ;Paragliding. Paragliding take-off or landing site ;not in DGIF;;;;;;;;;;;
1403;sport_Point;sport;pelota;Pelota. Spanish Group name for a number of ball games (Baseball, Basque pelota, Bocce, Jai alai, Valencian pilota).;Generalization;SportsGround;AK040;;;;;;;;;
1404;sport_Point;sport;racquet ;Racquetball. Group name of sports that are played with a racquet;Generalization;SportsGround;AK040;;;;;;;;;
1405;sport_Point;sport;rc_car ;Radio-controlled car ;Generalization;Racetrack;AK130;racingType;RAY;other;999;;;;;
1406;sport_Point;sport;roller_skating ;Roller skating is a sport or recreational activity by travelling on surfaces with roller skates;not in DGIF;;;;;;;;;;;
1407;sport_Point;sport;rowing;Rowing ;not in DGIF;;;;;;;;;;;
1408;sport_Point;sport;rugby_league  ;Rugby league. One of the two codes of rugby football, split from rugby union in 1895, along with subsequent rule changes ;Generalization;SportsGround;AK040;;;;;;;;;
1409;sport_Point;sport;rugby_union ;Rugby union. Rugby union is a full contact team sport, a form of football which originated in England in the early 19th century;Generalization;SportsGround;AK040;;;;;;;;;
1410;sport_Point;sport;running;Running ;Generalization;SportsGround;AK040;;;;;;;;;
1411;sport_Point;sport;sailing ;Sailing ;not in DGIF;;;;;;;;;;;
1412;sport_Point;sport;scuba_diving ;Scuba diving ;not in DGIF;;;;;;;;;;;
1413;sport_Point;sport;shooting  ;Shooting sport;Generalization;Facility;AL010;featureFunction;FFN;shootingRange;914;;;;;
1414;sport_Point;sport;skateboard ;Skateboard ;Generalization;SportsGround;AK040;;;;;;;;;
1415;sport_Point;sport;soccer;Soccer. Association football, more commonly known as football or soccer, a team sport played between two teams of eleven players;Generalization;SportsGround;AK040;;;;;;;;;
1416;sport_Point;sport;surfing ;Surfing ;not in DGIF;;;;;;;;;;;
1417;sport_Point;sport;swimming ;Swimming ;OK;SwimmingPool;AK170;;;;;;;;;
1418;sport_Point;sport;table_tennis ;Table tennis ;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1419;sport_Point;sport;table_soccer ;Table Soccer or Table Football, also known as Foosball, Fussball, Kicker, or Tecball, is a table-top game and sport based off association football (soccer).;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1420;sport_Point;sport;taekwondo ;Taekwondo ;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1421;sport_Point;sport;tennis;Tennis;Generalization;SportsGround;AK040;;;;;;;;;
1422;sport_Point;sport;toboggan  ;Toboggan. public sledding run;Generalization;Racetrack;AK130;racingType;RAY;other;999;;;;;
1423;sport_Point;sport;volleyball ;Volleyball ;Generalization;SportsGround;AK040;;;;;;;;;
1424;sport_Point;sport;water_polo ;Water polo;not in DGIF;;;;;;;;;;;
1425;sport_Point;sport;weightlifting ;Olympic weightlifting ;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1426;sport_Point;sport;water_ski  ;Waterskiing either on a cable ski course, or pulled by a boat;not in DGIF;;;;;;;;;;;
1427;sport_Point;sport;wrestling ;Wrestling ;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1428;sport_Line;sport;user-defined or "yes";;Generalization;SportsGround;AK040;;;;;;;;;
1429;sport_Line;sport;archery ;Archery is the art, practice, or skill of propelling arrows with the use of a bow.;Generalization;SportsGround;AK040;;;;;;;;;
1430;sport_Line;sport;athletics ;Track and field athletics is a collection of sports which combines various athletic contests based on the skills of running, jumping, and throwing.;Generalization;SportsGround;AK040;;;;;;;;;
1431;sport_Line;sport;base;BASE jumping, is an activity that employs an initially packed parachute to jump from fixed objects. "B.A.S.E." is an acronym that stands for four categories of fixed objects: buildings, antennas, spans, and earth. A more down to earth approach to parachuting.;not in DGIF;;;;;;;;;;;
1432;sport_Line;sport;bmx;BMX or Bicycle motocross is a cycle sport performed on BMX bikes, either in competitive BMX racing or freestyle BMX, or else in general on- or off-road recreation.;Generalization;Racetrack;AK130;racingType;RAY;motorVehicle;7;;;;;
1433;sport_Line;sport;bobsleigh ;Bobsleigh, Luge, or Bobslede is a winter sport in which teams of two or four make timed runs down narrow, twisting, banked, iced tracks in a gravity-powered sled.;Generalization;Racetrack;AK130;racingType;RAY;other;999;;;;;
1434;sport_Line;sport;canoe  ;Canoe and Kayak are a narrow human-powered boats, primarily designed to be manually propelled by means of a paddle for the use of racing, whitewater canoeing, touring and camping, freestyle, and general recreation;not in DGIF;;;;;;;;;;;
1435;sport_Line;sport;cycling ;Cycling, also called bicycling, Mountain biking or biking, is the use of bicycles for transport, recreation, or for sport.;not in DGIF;;;;;;;;;;;
1436;sport_Line;sport;dog_racing ;Greyhound racing being the most common type of this sport. There are other sports that involves dog racing, such as Dogsled, Dachshund, Dog scootering, Lure coursing, and Skijoring racing;OK;Racetrack;AK130;racingType;RAY;greyhound;3;;;;;
1437;sport_Line;sport;equestrian ;Equestrianism sports involving the skill of riding horses;OK;Racetrack;AK130;racingType;RAY;horse;5;;;;;
1438;sport_Line;sport;golf;Golf for golf courses;OK;GolfCourse;AK100;;;;;;;;;
1439;sport_Line;sport;horse_racing ;Horse racing. It has been proposed that this page or section be merged with sport=equestrian ;OK;Racetrack;AK130;racingType;RAY;horse;5;;;;;
1440;sport_Line;sport;karting  ;Kart racing;Generalization;Racetrack;AK130;racingType;RAY;motorVehicle;7;;;;;
1441;sport_Line;sport;motocross ;Motocross is a form of motorcycle racing held on enclosed off-road circuits;OK;Racetrack;AK130;racingType;RAY;motorVehicle;7;;;;;
1442;sport_Line;sport;motor;Motorsport.;OK;Racetrack;AK130;racingType;RAY;motorVehicle;7;;;;;
1443;sport_Line;sport;multi;Use this to indicate that that this pitch can be used to practise different kinds of sport.;OK;SportsGround;AK040;;;;;;;;;
1444;sport_Line;sport;obstacle_course ;Obstacle course. A series of challenging physical obstacles an individual or team must navigate usually while being timed. ;Generalization;SportsGround;AK040;;;;;;;;;
1445;sport_Line;sport;orienteering ;Orienteering. Navigation sport with Map and compass.;not in DGIF;;;;;;;;;;;
1446;sport_Line;sport;racquet ;Racquetball. Group name of sports that are played with a racquet;Generalization;SportsGround;AK040;;;;;;;;;
1447;sport_Line;sport;rc_car ;Radio-controlled car ;Generalization;Racetrack;AK130;racingType;RAY;other;999;;;;;
1448;sport_Line;sport;roller_skating ;Roller skating is a sport or recreational activity by travelling on surfaces with roller skates;not in DGIF;;;;;;;;;;;
1449;sport_Line;sport;rowing;Rowing ;not in DGIF;;;;;;;;;;;
1450;sport_Line;sport;sailing ;Sailing ;not in DGIF;;;;;;;;;;;
1451;sport_Line;sport;scuba_diving ;Scuba diving ;not in DGIF;;;;;;;;;;;
1452;sport_Line;sport;shooting  ;Shooting sport;Generalization;Facility;AL010;featureFunction;FFN;shootingRange;914;;;;;
1453;sport_Line;sport;skateboard ;Skateboard ;Generalization;SportsGround;AK040;;;;;;;;;
1454;sport_Line;sport;surfing ;Surfing ;not in DGIF;;;;;;;;;;;
1455;sport_Line;sport;swimming ;Swimming ;OK;SwimmingPool;AK170;;;;;;;;;
1456;sport_Line;sport;toboggan  ;Toboggan. public sledding run;Generalization;Racetrack;AK130;racingType;RAY;other;999;;;;;
1457;sport_Line;sport;water_ski  ;Waterskiing either on a cable ski course, or pulled by a boat;not in DGIF;;;;;;;;;;;
1458;sport_Polygon;sport;user-defined or "yes";;Generalization;SportsGround;AK040;;;;;;;;;
1459;sport_Polygon;sport;9pin;Nine-pin bowling (Also known as kegeln in German) is a bowling game played primarily in Europe with only nine pins.;Generalization;Building;AL013;featureFunction;FFN;sportsAmusementRecreation;900;;;;;
1460;sport_Polygon;sport;10pin;Ten-pin bowling is a sport in which a player, or "bowler" rolls a bowling ball down a lane with the objective of scoring points by knocking down as many pins as possible. In Canada, the United States, United Kingdom and Australia, the game is commonly referred to as just "Bowling".;Generalization;Building;AL013;featureFunction;FFN;sportsAmusementRecreation;900;;;;;
1461;sport_Polygon;sport;american_football;American football is a sport played by two teams of eleven players on a rectangular field with goalposts at each end.;Generalization;SportsGround;AK040;;;;;;;;;
1462;sport_Polygon;sport;aikido ;Aikido is a Japanese martial art by blending with the motion of the attacker and redirecting the force of the attack rather than opposing it head-on;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1463;sport_Polygon;sport;archery ;Archery is the art, practice, or skill of propelling arrows with the use of a bow.;Generalization;SportsGround;AK040;;;;;;;;;
1464;sport_Polygon;sport;athletics ;Track and field athletics is a collection of sports which combines various athletic contests based on the skills of running, jumping, and throwing.;Generalization;SportsGround;AK040;;;;;;;;;
1465;sport_Polygon;sport;australian_football ;Australian rules football, officially known as Australian football, also called football, footy, Aussie rules, or AFL is a sport played between two teams of eighteen players on the field of either an Australian football ground, a modified cricket field, or a similarly sized sports venue;Generalization;SportsGround;AK040;;;;;;;;;
1466;sport_Polygon;sport;base;BASE jumping, is an activity that employs an initially packed parachute to jump from fixed objects. "B.A.S.E." is an acronym that stands for four categories of fixed objects: buildings, antennas, spans, and earth. A more down to earth approach to parachuting.;not in DGIF;;;;;;;;;;;
1467;sport_Polygon;sport;badminton ;Badminton is a racquet sport played by singles or in teams of two, who take positions on opposite halves of a rectangular court (pitch) divided by a net. Players score points by striking a shuttlecock with their racquet so that it passes over the net.;Generalization;SportsGround;AK040;;;;;;;;;
1468;sport_Polygon;sport;bandy; Bandy is a team winter sport played on ice, in which skaters use sticks to direct a ball into the opposing team's goal. The sport has common background with association football, ice hockey and field hockey. The bandy field is about the same size as a football pitch. It is played on ice like ice hockey.;Generalization;SportsGround;AK040;;;;;;;;;
1469;sport_Polygon;sport;baseball ;Baseball is a bat-and-ball game played between two teams of nine players on a field (pitch or stadium) each who take turns batting and fielding.;Generalization;Stadium;AK160;;;;;;;;;
1470;sport_Polygon;sport;basketball ;Basketball is a sport played by two teams of five players on a rectangular court. Played indoors or outdoors;Generalization;SportsGround;AK040;;;;;;;;;
1471;sport_Polygon;sport;beachvolleyball ;Beach volleyball is a team sport played by two teams of two players on a sand court divided by a net;Generalization;SportsGround;AK040;;;;;;;;;
1472;sport_Polygon;sport;billiards; Cue sports, also known as billiard sports, are a wide variety of games of skill generally played with a cue stick which is used to strike billiard balls, moving them around a cloth-covered billiards table bounded by rubber cushions.;Generalization;Building;AL013;featureFunction;FFN;sportsAmusementRecreation;900;;;;;
1473;sport_Polygon;sport;bmx;BMX or Bicycle motocross is a cycle sport performed on BMX bikes, either in competitive BMX racing or freestyle BMX, or else in general on- or off-road recreation.;Generalization;Racetrack;AK130;racingType;RAY;motorVehicle;7;;;;;
1474;sport_Polygon;sport;bobsleigh ;Bobsleigh, Luge, or Bobslede is a winter sport in which teams of two or four make timed runs down narrow, twisting, banked, iced tracks in a gravity-powered sled.;Generalization;Racetrack;AK130;racingType;RAY;other;999;;;;;
1475;sport_Polygon;sport;boules;Boules (Pétanque, lyonnaise, bocce, and bocce volo) is a group of games in which the objective is to throw or roll heavy balls as close as possible to a small target ball.;Generalization;SportsGround;AK040;;;;;;;;;
1476;sport_Polygon;sport;bowls;Bowls or lawn bowls is a sport in which the objective is to roll biased balls so that they stop close to a smaller ball called a "jack" or "kitty". It is played on a pitch which may be flat (for "flat-green bowls") or convex or uneven (for "crown-green bowls"). It is normally played outdoors (although there are many indoor venues) and the outdoor surface is either natural grass, artificial turf, or cotula (in New Zealand).;Generalization;SportsGround;AK040;;;;;;;;;
1477;sport_Polygon;sport;boxing;Boxing (pugilism, prize fighting, the sweet science or in Greek pygmachia) is a combat sport played in a boxing ring in which two people engage in a contest of strength, speed, reflexes, endurance, and will, by throwing punches with gloved hands against each other.;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1478;sport_Polygon;sport;canadian_football ;Canadian football (CFL) is a form of gridiron football played in Canada in which two teams of 12 players each compete for territorial control of a field of play called a pitch. In Canada, the term football may refer to Canadian football and American football collectively, or either sport specifically, depending on context.;Generalization;SportsGround;AK040;;;;;;;;;
1479;sport_Polygon;sport;canoe  ;Canoe and Kayak are a narrow human-powered boats, primarily designed to be manually propelled by means of a paddle for the use of racing, whitewater canoeing, touring and camping, freestyle, and general recreation;not in DGIF;;;;;;;;;;;
1480;sport_Polygon;sport;chess;Chess is a two-player strategy board game played on a chessboard.;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1481;sport_Polygon;sport;climbing ; Rock climbing marks elements to represent natural climbing sites (climbing areas, sectors, crags, halls, frozen waterfalls, etc.) or artificial climbs (Climbing walls, Indoor climbing, etc.).;not in DGIF;;;;;;;;;;;
1482;sport_Polygon;sport;climbing_adventure;Climbing Adventure often called "Adventure Park", "Ropes Courses", "Climbing Adventure", "Zip-line", or "Treetop Adventure", can be used for the recreational sport when people get mountain hiking accessories and try to climb, walk or otherwise move on prebuilt wires and other objects high above on the trees using continuous safety measures. These are usually open for everyone including kids and do not require special abilities apart from good physical condition.;not in DGIF;;;;;;;;;;;
1483;sport_Polygon;sport;cockfighting ;Cockfighting is a common spectator sport in many countries between two roosters (cocks), held in a ring called a cockpit.;not in DGIF;;;;;;;;;;;
1484;sport_Polygon;sport;cricket;Cricket is a bat-and-ball sport contested by two teams, usually of eleven players, each on a large grass Cricket pitch. Played on a large circular or oval-shaped grassy Cricket field ground;Generalization;SportsGround;AK040;;;;;;;;;
1485;sport_Polygon;sport;croquet;Croquet is a sport or game that is played between two or more players embedded on a small grass playing court or pitch which involves hitting plastic or wooden balls with a mallet through hoops (often called "wickets" in the United States).;Generalization;SportsGround;AK040;;;;;;;;;
1486;sport_Polygon;sport;curling;Curling is a sport in which players slide stones on a sheet of ice towards a target area which is segmented into four concentric rings;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1487;sport_Polygon;sport;cycling ;Cycling, also called bicycling, Mountain biking or biking, is the use of bicycles for transport, recreation, or for sport.;not in DGIF;;;;;;;;;;;
1488;sport_Polygon;sport;darts;Darts is a form of throwing game in which small missiles are thrown at a circular target (dartboard) fixed to a wall.;Generalization;Building;AL013;featureFunction;FFN;sportsAmusementRecreation;900;;;;;
1489;sport_Polygon;sport;dog_racing ;Greyhound racing being the most common type of this sport. There are other sports that involves dog racing, such as Dogsled, Dachshund, Dog scootering, Lure coursing, and Skijoring racing;OK;Racetrack;AK130;racingType;RAY;greyhound;3;;;;;
1490;sport_Polygon;sport;equestrian ;Equestrianism sports involving the skill of riding horses;OK;Racetrack;AK130;racingType;RAY;horse;5;;;;;
1491;sport_Polygon;sport;fencing;Fencing is the martial art of fighting with blades. The most common version of fencing today, also called olympic fencing or competitive fencing, is divided into three weapon categories: foil, sabre (spelled saber in the United States) and épée.;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1492;sport_Polygon;sport;field_hockey ;Field hockey is a team sport of the hockey family. Players use sticks made out of wood or fiber glass to hit a round, hard, rubber like ball. The game can be played on a grass field or a turf field as well as an indoor board surface;Generalization;SportsGround;AK040;;;;;;;;;
1493;sport_Polygon;sport;free_flying ;Hang gliding and/or Paragliding that is a foot launched aircraft, without motorisation. Paragliding/Hanggliding/... takeoff, landings, towing, etc. and related amenities and properties ;not in DGIF;;;;;;;;;;;
1494;sport_Polygon;sport;gaelic_games ;Gaelic games such as Hurling, Gaelic Football, Camogie, predominantly played in Ireland. ;Generalization;SportsGround;AK040;;;;;;;;;
1495;sport_Polygon;sport;golf;Golf for golf courses;OK;GolfCourse;AK100;;;;;;;;;
1496;sport_Polygon;sport;gymnastics ;Gymnastics ;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1497;sport_Polygon;sport;handball ;Handball ;Generalization;SportsGround;AK040;;;;;;;;;
1498;sport_Polygon;sport;hapkido ; Hapkido is a dynamic and highly eclectic Korean martial art. It is a form of self-defense that employs joint locks, grappling and throwing techniques of other martial arts, as well as kicks, punches, and other striking attacks;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1499;sport_Polygon;sport;horseshoes ;Horseshoes ;Generalization;SportsGround;AK040;;;;;;;;;
1500;sport_Polygon;sport;horse_racing ;Horse racing. It has been proposed that this page or section be merged with sport=equestrian ;OK;Racetrack;AK130;racingType;RAY;horse;5;;;;;
1501;sport_Polygon;sport;ice_hockey  ;Ice Hockey is a team sport played on ice in which two teams of skaters use sticks to shoot a hard rubber hockey puck into their opponent's net to score points;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1502;sport_Polygon;sport;ice_skating ;Ice skating is a sport or pastime by moving on ice while using ice skates.;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1503;sport_Polygon;sport;ice_stock ; Ice stock sport, also known as Bavarian Curling, is a winter sport, somewhat similar to Curling. In German, it is known as Eisstockschießen;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1504;sport_Polygon;sport;judo;Judo;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1505;sport_Polygon;sport;karting  ;Kart racing;Generalization;Racetrack;AK130;racingType;RAY;motorVehicle;7;;;;;
1506;sport_Polygon;sport;kitesurfing ;Kitesurfing ;not in DGIF;;;;;;;;;;;
1507;sport_Polygon;sport;korfball ;Korfball ;Generalization;SportsGround;AK040;;;;;;;;;
1508;sport_Polygon;sport;model_aerodrome ;Radio-controlled aircraft ;Generalization;SportsGround;AK040;;;;;;;;;
1509;sport_Polygon;sport;motocross ;Motocross is a form of motorcycle racing held on enclosed off-road circuits;OK;Racetrack;AK130;racingType;RAY;motorVehicle;7;;;;;
